1 1 6.95645389697314 1 0 0
1 2 8.2273043747691 0 1 0
1 3 6.24881275573749 0 0 1
2 1 2.38857873835159 1 0 0
2 2 13.3545842372344 0 1 0
2 3 6.85711694927645 0 0 1
3 1 -1.88563665472026 1 0 0
3 2 0.014664960778124 0 1 0
3 3 2.56832868013373 0 0 1
4 1 -1.26182202392133 1 0 0
4 2 6.02091594694851 0 1 0
4 3 -0.526210935535882 0 0 1
5 1 -1.15521566710016 1 0 0
5 2 -12.1499984619344 0 1 0
5 3 8.86136085707993 0 0 1
6 1 -5.52943827056035 1 0 0
6 2 1.93712457705607 0 1 0
6 3 -9.64332801145466 0 0 1
7 1 0.928429420714274 1 0 0
7 2 1.4936542681987 0 1 0
7 3 7.55651828257546 0 0 1
8 1 -2.63090008964993 1 0 0
8 2 -1.78253506804423 0 1 0
8 3 1.59512631635836 0 0 1
9 1 3.75567885049764 1 0 0
9 2 11.0916821457319 0 1 0
9 3 -0.0861317105672756 0 0 1
10 1 -0.381153570684063 1 0 0
10 2 2.47569272198168 0 1 0
10 3 -3.54438842771993 0 0 1
11 1 0.798980421048092 1 0 0
11 2 10.8008584227758 0 1 0
11 3 1.29646734740288 0 0 1
12 1 0.0915527729985581 1 0 0
12 2 8.90172118685535 0 1 0
12 3 15.338905527408 0 0 1
13 1 -0.775491983705951 1 0 0
13 2 -1.3301399272997 0 1 0
13 3 6.07465384553769 0 0 1
14 1 -3.0820717924368 1 0 0
14 2 2.94009176364203 0 1 0
14 3 6.83471326143686 0 0 1
15 1 3.73369622375455 1 0 0
15 2 -0.58019352398644 0 1 0
15 3 -2.24556617914876 0 0 1
16 1 2.44152845202653 1 0 0
16 2 -0.925257094859512 0 1 0
16 3 9.0553376947923 0 0 1
17 1 1.22329364380125 1 0 0
17 2 -2.52288409793461 0 1 0
17 3 -2.89052157749664 0 0 1
18 1 -2.64262057090794 1 0 0
18 2 7.6343031682376 0 1 0
18 3 0.254719128023032 0 0 1
19 1 4.50551089982575 1 0 0
19 2 3.22934666481914 0 1 0
19 3 10.7017206749684 0 0 1
20 1 5.28920923226913 1 0 0
20 2 4.12789258493892 0 1 0
20 3 4.69778389893258 0 0 1
21 1 1.05775952351248 1 0 0
21 2 0.738532076911591 0 1 0
21 3 8.69391753371444 0 0 1
22 1 -4.08474661540277 1 0 0
22 2 1.00706075032096 0 1 0
22 3 13.7653839406438 0 0 1
23 1 -2.44492460323485 1 0 0
23 2 -1.4043098804789 0 1 0
23 3 -1.08284979392108 0 0 1
24 1 -0.86040556348523 1 0 0
24 2 2.85283489737137 0 1 0
24 3 -8.08586062435618 0 0 1
25 1 2.14541012301745 1 0 0
25 2 0.535870799452012 0 1 0
25 3 -8.32800311365468 0 0 1
26 1 2.2290553608987 1 0 0
26 2 2.23431860963049 0 1 0
26 3 15.8097767462302 0 0 1
27 1 1.79256810781923 1 0 0
27 2 -1.91415513628028 0 1 0
27 3 -0.0896153207473089 0 0 1
28 1 1.21816838026218 1 0 0
28 2 4.31906382133366 0 1 0
28 3 7.18841047893877 0 0 1
29 1 3.92996898819272 1 0 0
29 2 3.83330376982036 0 1 0
29 3 7.03721205834981 0 0 1
30 1 -3.66549486465045 1 0 0
30 2 10.121224846083 0 1 0
30 3 1.26764852161111 0 0 1
31 1 -1.5179517046174 1 0 0
31 2 3.63024618261178 0 1 0
31 3 8.76797910889827 0 0 1
32 1 -0.543945016034033 1 0 0
32 2 0.0512617952593197 0 1 0
32 3 18.9719579741662 0 0 1
33 1 7.12546200595996 1 0 0
33 2 5.59768314694298 0 1 0
33 3 16.96165278534 0 0 1
34 1 -1.90540436106184 1 0 0
34 2 5.04861208346392 0 1 0
34 3 14.5086317523388 0 0 1
35 1 -2.40468901987131 1 0 0
35 2 -6.90369037337939 0 1 0
35 3 5.88744926727713 0 0 1
36 1 1.65072696249561 1 0 0
36 2 -0.556850183829017 0 1 0
36 3 6.73229947152584 0 0 1
37 1 5.425578620546 1 0 0
37 2 2.76805057606415 0 1 0
37 3 0.377293913035047 0 0 1
38 1 1.53059852223747 1 0 0
38 2 -4.53565382651867 0 1 0
38 3 -8.2466833304841 0 0 1
39 1 2.33947508255907 1 0 0
39 2 0.73484191437088 0 1 0
39 3 15.6875917406277 0 0 1
40 1 -1.21998120643805 1 0 0
40 2 2.44747149205967 0 1 0
40 3 3.25483037234186 0 0 1
41 1 3.45210926916244 1 0 0
41 2 -6.81717157169132 0 1 0
41 3 11.8206394414075 0 0 1
42 1 -4.27611056404085 1 0 0
42 2 1.52395820258816 0 1 0
42 3 -13.6852969838016 0 0 1
43 1 1.78045811048483 1 0 0
43 2 0.710904348492697 0 1 0
43 3 -4.48663400196178 0 0 1
44 1 -2.80400425631398 1 0 0
44 2 -5.4602912888878 0 1 0
44 3 10.6423349630309 0 0 1
45 1 0.499073755685082 1 0 0
45 2 -4.5215896921002 0 1 0
45 3 9.78560589380506 0 0 1
46 1 -3.54024713345066 1 0 0
46 2 -5.82095485235918 0 1 0
46 3 14.4577838341334 0 0 1
47 1 1.58609492140769 1 0 0
47 2 3.9771645097938 0 1 0
47 3 -7.32533644927057 0 0 1
48 1 3.72915040216688 1 0 0
48 2 12.337184604801 0 1 0
48 3 5.87453394259999 0 0 1
49 1 0.122416017582133 1 0 0
49 2 9.85412975032328 0 1 0
49 3 6.42404267510118 0 0 1
50 1 -5.42906568394609 1 0 0
50 2 -0.944214418460455 0 1 0
50 3 -5.70717328372357 0 0 1
51 1 -1.49618174955227 1 0 0
51 2 3.90519089245536 0 1 0
51 3 -0.922467249230563 0 0 1
52 1 -1.68802960354213 1 0 0
52 2 3.81753768827683 0 1 0
52 3 16.8733029344747 0 0 1
53 1 2.33199400384507 1 0 0
53 2 0.250919202452347 0 1 0
53 3 3.48922258027834 0 0 1
54 1 0.768119766850558 1 0 0
54 2 -2.85826039913916 0 1 0
54 3 6.01229835555057 0 0 1
55 1 2.4820119924939 1 0 0
55 2 -4.83033848881759 0 1 0
55 3 -1.18546825968726 0 0 1
56 1 1.50900009970998 1 0 0
56 2 -7.24024116561062 0 1 0
56 3 5.88699452053951 0 0 1
57 1 -0.328846868138814 1 0 0
57 2 7.45106360653599 0 1 0
57 3 7.46024297643053 0 0 1
58 1 -0.209081948983416 1 0 0
58 2 -2.68437801046771 0 1 0
58 3 9.41896757706619 0 0 1
59 1 0.815763980054756 1 0 0
59 2 0.596376720622868 0 1 0
59 3 18.4766796783374 0 0 1
60 1 -7.09935672269163 1 0 0
60 2 4.18078039072506 0 1 0
60 3 -13.5664817166151 0 0 1
61 1 -1.60988655667784 1 0 0
61 2 1.83296509108808 0 1 0
61 3 4.22125144171315 0 0 1
62 1 -1.15573187079789 1 0 0
62 2 0.902109575232365 0 1 0
62 3 -6.36994812655999 0 0 1
63 1 4.43833573125131 1 0 0
63 2 4.9139881838179 0 1 0
63 3 6.4820451799101 0 0 1
64 1 5.0449212951054 1 0 0
64 2 0.527132923414703 0 1 0
64 3 14.2976531339869 0 0 1
65 1 1.18843078707739 1 0 0
65 2 5.11349254476141 0 1 0
65 3 -1.51549767258613 0 0 1
66 1 -2.73484651404962 1 0 0
66 2 3.98947956701528 0 1 0
66 3 -10.0976477454999 0 0 1
67 1 0.704863432902524 1 0 0
67 2 2.84694241326355 0 1 0
67 3 9.27596897469727 0 0 1
68 1 0.873907756691867 1 0 0
68 2 4.46412372864567 0 1 0
68 3 14.1444803266566 0 0 1
69 1 -3.13640463221003 1 0 0
69 2 7.28957444664622 0 1 0
69 3 6.37692859493649 0 0 1
70 1 -3.69253893368419 1 0 0
70 2 -4.76303978263401 0 1 0
70 3 -5.33461750746258 0 0 1
71 1 8.38898223971352 1 0 0
71 2 -2.30478585576383 0 1 0
71 3 3.43822284677509 0 0 1
72 1 -3.60565739338795 1 0 0
